"Handle","URL","Current Title","Current Description (first 200 chars)","Current Meta Description","Has JSON-LD","JSON-LD Type","Has Brand in JSON-LD","Has Reviews in JSON-LD","Has Offers in JSON-LD","Tag Count","Variant Count","Image Count","Recommended Title","Recommended Meta Description","Optimization Notes"
"all-day-short-sleeve-t-shirt-1","https://tascperformance.com/products/all-day-short-sleeve-t-shirt-1","All Day Short Sleeve T-Shirt","This wear-anywhere, do-everything All Day T-Shirt is made for those on the move. It's perfect for high-intensity workouts or paired with leggings for a casual look. Durable, insanely soft tees that yo","This wear-anywhere, do-everything All Day T-Shirt is made for those on the move.  It's perfect for high-intensity workouts or paired with leggings for a casual look. Durable, insanely soft tees that you can rely on day in and day out.  Made with lightweight, breathable, moisture-wicking bamboo fabrication, this is your","Yes","Product","Yes","No","Yes","12","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"all-day-t-shirt-dress-2","https://tascperformance.com/products/all-day-t-shirt-dress-2","All Day T-Shirt Dress","Meet the All Day T-Shirt Dress - it’s the perfect spring dress, to a tee . Made from the signature bamboo jersey fabric you love from our ALLways Collection, this dress is designed to truly do anythin","Meet the All Day T-Shirt Dress - it’s the perfect spring dress, to a tee. Made from the signature bamboo jersey fabric you love from our ALLways Collection, this dress is designed to truly do anything &amp; everything. Tennis matches, morning walks, weekday errands, weekend getaways - we meant it when we called it the ","Yes","Product","Yes","No","Yes","10","5","2","","","Add reviews/ratings to JSON-LD; Title may be too short"
"allways-tank-6","https://tascperformance.com/products/allways-tank-6","ALLways Tank","Our #1 best seller, now in a crop length. The ALLways Tank is your new everyday, anyway tank. Sport it for your next workout or throw them on with some leggings for weekend errands. This is an insanel","Our #1 best seller, now in a crop length. The ALLways Tank is your new everyday, anyway tank.  Sport it for your next workout or throw them on with some leggings for weekend errands. This is an insanely soft tank that you can rely on day in and day out. Style #TW823. ","Yes","Product","Yes","No","Yes","10","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"air-polo-2","https://tascperformance.com/products/air-polo-2","Air Polo","Introducing the Air Polo, the ultimate companion for your golfing adventures. Crafted with a blend of soft, lightweight fabrics, this polo offers unrivaled comfort and freedom of movement on the cours","Introducing the Air Polo, the ultimate companion for your golfing adventures. Crafted with a blend of soft, lightweight fabrics, this polo offers unrivaled comfort and freedom of movement on the course. Its innovative design prioritizes breathability, ensuring you stay cool and dry all day long. Style #TW938","Yes","Product","Yes","No","Yes","15","5","2","","","Add reviews/ratings to JSON-LD; Title may be too short"
"riverwalk-sweatshirt-2-white","https://tascperformance.com/products/riverwalk-sweatshirt-2-white","Riverwalk French Terry Sweatshirt 2.0","The Women's Riverwalk Sweatshirt 2.0 has the same great fit as the original Riverwalk French Terry Sweatshirt, but with an elevated design. This sweatshirt is the perfect casual lightweight layer. Mad","The Women's Riverwalk Sweatshirt 2.0 has the same great fit as the original Riverwalk French Terry Sweatshirt, but with an elevated design. This sweatshirt is the perfect casual lightweight layer. Made from luxurious, breathable bamboo French terry fabric. Versatile to wear over anything, year-round. Style #TW925.","Yes","Product","Yes","No","Yes","25","5","5","","","Add reviews/ratings to JSON-LD"
"cloud-polo-brookline-stripe-lotus-heather-galactic-blue","https://tascperformance.com/products/cloud-polo-brookline-stripe-lotus-heather-galactic-blue","Cloud Polo Brookline Stripe","Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo - we've set a new ind","Our Men's Cloud Golf Polo Lotus Heather Brookline Stripe utilizes ultra-fine fibers to create a lightweight, moisture-wicking, and odor-resistant golf polo.","Yes","Product","Yes","No","Yes","31","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"sculptive-racer-back-tank-with-built-in-bra-2","https://tascperformance.com/products/sculptive-racer-back-tank-with-built-in-bra-2","Sculptive Racer Back Tank with Built-in Bra","Our Sculptive Racer Back tank combines comfort and support effortlessly. Crafted from lightweight fabric, it's perfect for easy, breezy wear. The built-in bra adds extra convenience and ensures a secu","Our Sculptive Racer Back tank combines comfort and support effortlessly. Crafted from lightweight fabric, it's perfect for easy, breezy wear. The built-in bra adds extra convenience and ensures a secure fit, making it your go-to choice for active days or relaxed outings. Enjoy the freedom of movement and comfort in sty","Yes","Product","Yes","No","Yes","35","5","4","","","Add reviews/ratings to JSON-LD"
"on-the-court-13in-skirt-1","https://tascperformance.com/products/on-the-court-13in-skirt-1","On the Court 13in Skirt","Elevate your on-court style with our On The Court 13in tennis skirt. Crafted for optimal performance, this skirt features moisture-wicking fabric in the inner lining to keep you cool and comfortable d","Elevate your on-court style with our On The Court 13in tennis skirt. Crafted for optimal performance, this skirt features moisture-wicking fabric in the inner lining to keep you cool and comfortable during intense matches. Its versatile design transitions effortlessly from the court to post-match activities and running","Yes","Product","Yes","No","Yes","11","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
"play-on-15in-skirt-1","https://tascperformance.com/products/play-on-15in-skirt-1","Play On 15in Skirt","Introducing our Play On 15in Skirt – where performance meets versatility. Created for dynamic movement on the course, it ensures you're always ready to serve up your best game. Transition effortlessly","Introducing our Play On 15in Skirt – where performance meets versatility. Created for dynamic movement on the course, it ensures you're always ready to serve up your best game. Transition effortlessly from fairway to clubhouse in style. Your go-to for teeing up excellence and everyday convenience, all in one. Style #TW","Yes","Product","Yes","No","Yes","19","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"longline-t-shirt-1","https://tascperformance.com/products/longline-t-shirt-1","Longline T-Shirt","This super-soft longline shirt is a versatile addition to your wardrobe. With its understated design cues and outstanding performance capabilities, this longline t-shirt (also known as a longline tee)","This super-soft longline shirt is a versatile addition to your wardrobe. With its understated design cues and outstanding performance capabilities, this longline t-shirt (also known as a longline tee) is perfect for any activity. Style #TW668.","Yes","Product","Yes","No","Yes","34","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"longline-t-shirt-5","https://tascperformance.com/products/longline-t-shirt-5","Longline T-Shirt","This super-soft longline shirt is a versatile addition to your wardrobe. With its understated design cues and outstanding performance capabilities, this longline t-shirt (also known as a longline tee)","This super-soft longline shirt is a versatile addition to your wardrobe. With its understated design cues and outstanding performance capabilities, this longline t-shirt (also known as a longline tee) is perfect for any activity. Style #TW668S.","Yes","Product","Yes","No","Yes","29","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"longline-t-shirt-2","https://tascperformance.com/products/longline-t-shirt-2","Longline T-Shirt","This super-soft longline shirt is a versatile addition to your wardrobe. With its understated design cues and outstanding performance capabilities, this longline t-shirt (also known as a longline tee)","This super-soft longline shirt is a versatile addition to your wardrobe. With its understated design cues and outstanding performance capabilities, this longline t-shirt (also known as a longline tee) is perfect for any activity. Style #TW668.  ","Yes","Product","Yes","No","Yes","23","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"motion-pant-straight-fit-2","https://tascperformance.com/products/motion-pant-straight-fit-2","Motion Pant Straight Fit - Mid-Khaki","Made from our signature lightweight stretch-woven fabric with a water-resistant finish, this updated version from our tailored fit now provides more room through the hips and thighs so you can move wi","Motion Pants Mid-Khaki are made from stretch-woven fabric with a water-resistant finish. These straight leg pants are breathable, durable, and flexible.","Yes","Product","Yes","No","Yes","42","19","6","","","Add reviews/ratings to JSON-LD"
"nola-tank-white-confetti","https://tascperformance.com/products/nola-tank-white-confetti","NOLA Tank 2.0","Minor adjustments - major reward. We've updated the essential Nola Tank for a fit and feel that's anything but basic. Still made with the soft lightweight fabric you know and love, your classic essent","Minor adjustments - major reward. We've updated the essential Nola Tank for a fit and feel that's anything but basic. Still made with the soft lightweight fabric you know and love, your classic essential top just got that much better.  It's everything you want in a well-rounded women's activewear tank: technical perfor","Yes","Product","Yes","No","Yes","15","5","2","","","Add reviews/ratings to JSON-LD; Title may be too short"
"nola-tank-classic-navy","https://tascperformance.com/products/nola-tank-classic-navy","NOLA Tank 2.0","Minor adjustments - major reward. We've updated the essential Nola Tank for a fit and feel that's anything but basic. Still made with the soft lightweight fabric you know and love, your classic essent","Minor adjustments - major reward. We've updated the essential Nola Tank for a fit and feel that's anything but basic. Still made with the soft lightweight fabric you know and love, your classic essential top just got that much better.  It's everything you want in a well-rounded women's activewear tank: technical perfor","Yes","Product","Yes","No","Yes","36","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
